Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transaction,Chrome 120.0.0.0,,,01-01-2024 17:53:19,01-01-2024 17:53:48,28.849s,ERROR
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,01-01-2024 17:53:20,01-01-2024 17:53:35,15.017s,ERROR
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 17:53:20,01-01-2024 17:53:22,1.731s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 17:53:22,01-01-2024 17:53:25,2.966s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), ""killermh1352@gmail.com"")",Chrome 120.0.0.0,,,01-01-2024 17:53:25,01-01-2024 17:53:26,0.932s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), ""6oCTgB1F4BsRIglOqBBBioLQaRY939LF"")",Chrome 120.0.0.0,,,01-01-2024 17:53:26,01-01-2024 17:53:26,0.551s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 17:53:26,01-01-2024 17:53:27,0.899s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,01-01-2024 17:53:27,01-01-2024 17:53:28,0.972s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,01-01-2024 17:53:28,01-01-2024 17:53:29,0.749s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,01-01-2024 17:53:29,01-01-2024 17:53:30,1.114s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,01-01-2024 17:53:30,01-01-2024 17:53:31,1.305s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 17:53:31,01-01-2024 17:53:32,0.820s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 17:53:32,01-01-2024 17:53:33,1.229s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,01-01-2024 17:53:33,01-01-2024 17:53:35,1.241s,PASSED
"if (value != ""0"")",Chrome 120.0.0.0,,,01-01-2024 17:53:35,01-01-2024 17:53:35,0.046s,ERROR
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,01-01-2024 17:53:35,01-01-2024 17:53:48,13.486s,ERROR
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 17:53:35,01-01-2024 17:53:36,0.879s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 17:53:36,01-01-2024 17:53:39,2.855s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), ""killermh1352@gmail.com"")",Chrome 120.0.0.0,,,01-01-2024 17:53:39,01-01-2024 17:53:39,0.915s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), ""6oCTgB1F4BsRIglOqBBBioLQaRY939LF"")",Chrome 120.0.0.0,,,01-01-2024 17:53:39,01-01-2024 17:53:40,0.450s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 17:53:40,01-01-2024 17:53:41,0.859s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,01-01-2024 17:53:41,01-01-2024 17:53:42,1.083s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,01-01-2024 17:53:42,01-01-2024 17:53:43,0.940s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,01-01-2024 17:53:43,01-01-2024 17:53:44,1.129s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,01-01-2024 17:53:44,01-01-2024 17:53:45,1.171s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 17:53:45,01-01-2024 17:53:46,0.753s,PASSED
