Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transaction,Chrome 120.0.0.0,,,01-01-2024 18:04:41,01-01-2024 18:05:13,32.265s,FAILED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,01-01-2024 18:04:41,01-01-2024 18:04:58,16.571s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 18:04:42,01-01-2024 18:04:43,1.659s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 18:04:43,01-01-2024 18:04:46,3.018s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), ""killermh1352@gmail.com"")",Chrome 120.0.0.0,,,01-01-2024 18:04:46,01-01-2024 18:04:47,0.899s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), ""6oCTgB1F4BsRIglOqBBBioLQaRY939LF"")",Chrome 120.0.0.0,,,01-01-2024 18:04:47,01-01-2024 18:04:48,0.474s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 18:04:48,01-01-2024 18:04:49,0.930s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,01-01-2024 18:04:49,01-01-2024 18:04:50,0.919s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,01-01-2024 18:04:50,01-01-2024 18:04:50,0.778s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,01-01-2024 18:04:50,01-01-2024 18:04:51,1.104s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,01-01-2024 18:04:51,01-01-2024 18:04:53,1.250s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 18:04:53,01-01-2024 18:04:53,0.791s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 18:04:53,01-01-2024 18:04:55,1.218s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,01-01-2024 18:04:55,01-01-2024 18:04:56,1.157s,PASSED
"if (getText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_foreign_currency"")) != ""0"")",Chrome 120.0.0.0,,,01-01-2024 18:04:56,01-01-2024 18:04:57,1.056s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_(none)      My Budget""), budget, true)",Chrome 120.0.0.0,,,01-01-2024 18:04:57,01-01-2024 18:04:58,0.910s,FAILED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,01-01-2024 18:04:58,01-01-2024 18:05:13,15.246s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 18:04:58,01-01-2024 18:04:59,0.972s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 18:04:59,01-01-2024 18:05:02,2.885s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), ""killermh1352@gmail.com"")",Chrome 120.0.0.0,,,01-01-2024 18:05:02,01-01-2024 18:05:03,0.911s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), ""6oCTgB1F4BsRIglOqBBBioLQaRY939LF"")",Chrome 120.0.0.0,,,01-01-2024 18:05:03,01-01-2024 18:05:03,0.430s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 18:05:03,01-01-2024 18:05:04,1.046s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,01-01-2024 18:05:04,01-01-2024 18:05:05,1.073s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,01-01-2024 18:05:05,01-01-2024 18:05:06,0.846s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,01-01-2024 18:05:06,01-01-2024 18:05:07,1.068s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,01-01-2024 18:05:07,01-01-2024 18:05:08,1.215s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 18:05:08,01-01-2024 18:05:09,0.689s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,01-01-2024 18:05:09,01-01-2024 18:05:10,1.211s,PASSED
