Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 10:00:49,01-01-2024 10:01:07,17.938s,PASSED
,,,,,,,
Test Cases/Create piggy bank,Chrome 120.0.0.0,,Piggy Bank,01-01-2024 10:00:49,01-01-2024 10:01:07,17.692s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 10:00:50,01-01-2024 10:00:52,2.299s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 10:00:52,01-01-2024 10:00:55,3.084s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), ""killermh1352@gmail.com"")",Chrome 120.0.0.0,,,01-01-2024 10:00:55,01-01-2024 10:00:57,1.446s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), ""6oCTgB1F4BsRIglOqBBBioLQaRY939LF"")",Chrome 120.0.0.0,,,01-01-2024 10:00:57,01-01-2024 10:00:57,0.527s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/button_Sign in""))",Chrome 120.0.0.0,,,01-01-2024 10:00:57,01-01-2024 10:00:58,1.102s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 10:00:58,01-01-2024 10:01:00,1.909s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 10:01:00,01-01-2024 10:01:01,1.078s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), ""Katalon Piggy Bank"")",Chrome 120.0.0.0,,,01-01-2024 10:01:01,01-01-2024 10:01:03,1.300s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), ""100"")",Chrome 120.0.0.0,,,01-01-2024 10:01:03,01-01-2024 10:01:03,0.842s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), ""Noting..."")",Chrome 120.0.0.0,,,01-01-2024 10:01:03,01-01-2024 10:01:04,0.845s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), ""Group"")",Chrome 120.0.0.0,,,01-01-2024 10:01:04,01-01-2024 10:01:05,1.179s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 10:01:05,01-01-2024 10:01:07,1.492s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 10:01:07,01-01-2024 10:01:07,0.219s,PASSED
